0422 	Shellos	73 	1 	0 	0 	0 	0 	0 	1
0423 	Gastrodon	176 	2 	0 	0 	0 	0 	0 	2
0424 	Ambipom	186 	0 	0 	0 	0 	0 	2 	2
0425 	Drifloon	127 	1 	0 	0 	0 	0 	0 	1
0426 	Drifblim	204 	2 	0 	0 	0 	0 	0 	2
0427 	Buneary	84 	0 	0 	0 	0 	0 	1 	1
0428 	Lopunny	178 	0 	0 	0 	0 	0 	2 	2
0429 	Mismagius	187 	0 	0 	0 	1 	1 	0 	2
0430 	Honchkrow	187 	0 	2 	0 	0 	0 	0 	2
0431 	Glameow	71 	0 	0 	0 	0 	0 	1 	1
0432 	Purugly	183 	0 	0 	0 	0 	0 	2 	2
0433 	Chingling	74 	0 	0 	0 	1 	0 	0 	1
0434 	Stunky	79 	0 	0 	0 	0 	0 	1 	1
0435 	Skuntank	209 	2 	0 	0 	0 	0 	0 	2
0436 	Bronzor	72 	0 	0 	1 	0 	0 	0 	1
0437 	Bronzong	188 	0 	0 	1 	0 	1 	0 	2
0438 	Bonsly	68 	0 	0 	1 	0 	0 	0 	1
0439 Jr. 	Mime Jr.	78 	0 	0 	0 	0 	1 	0 	1
0440 	Happiny	255 	1 	0 	0 	0 	0 	0 	1
0441 	Chatot	107 	0 	1 	0 	0 	0 	0 	1
0442 	Spiritomb	168 	0 	0 	1 	0 	1 	0 	2
0443 	Gible	67 	0 	1 	0 	0 	0 	0 	1
0444 	Gabite	144 	0 	2 	0 	0 	0 	0 	2
0445 	Garchomp	218 	0 	3 	0 	0 	0 	0 	3
0446 	Munchlax	94 	1 	0 	0 	0 	0 	0 	1
0447 	Riolu	72 	0 	1 	0 	0 	0 	0 	1
0448 	Lucario	204 	0 	1 	0 	1 	0 	0 	2
0449 	Hippopotas	95 	0 	0 	1 	0 	0 	0 	1
0450 	Hippowdon	198 	0 	0 	2 	0 	0 	0 	2
0451 	Skorupi	114 	0 	0 	1 	0 	0 	0 	1
0452 	Drapion	204 	0 	0 	2 	0 	0 	0 	2
0453 	Croagunk	83 	0 	1 	0 	0 	0 	0 	1
0454 	Toxicroak	181 	0 	2 	0 	0 	0 	0 	2
0455 	Carnivine	164 	0 	2 	0 	0 	0 	0 	2
0456 	Finneon	90 	0 	0 	0 	0 	0 	1 	1
0457 	Lumineon	156 	0 	0 	0 	0 	0 	2 	2
0458 	Mantyke	108 	0 	0 	0 	0 	1 	0 	1
0459 	Snover	131 	0 	1 	0 	0 	0 	0 	1
0460 	Abomasnow	214 	0 	1 	0 	1 	0 	0 	2
0461 	Weavile	199 	0 	1 	0 	0 	0 	1 	2
0462 	Magnezone	211 	0 	0 	0 	3 	0 	0 	3
0463 	Lickilicky	193 	3 	0 	0 	0 	0 	0 	3
0464 	Rhyperior	217 	0 	3 	0 	0 	0 	0 	3
0465 	Tangrowth	211 	0 	0 	2 	0 	0 	0 	2
0466 	Electivire	199 	0 	3 	0 	0 	0 	0 	3
0467 	Magmortar	199 	0 	0 	0 	3 	0 	0 	3
0468 	Togekiss	220 	0 	0 	0 	2 	1 	0 	3
0469 	Yanmega	198 	0 	2 	0 	0 	0 	0 	2
0470 	Leafeon	196 	0 	0 	2 	0 	0 	0 	2
0471 	Glaceon	196 	0 	0 	0 	2 	0 	0 	2
0472 	Gliscor	192 	0 	0 	2 	0 	0 	0 	2
0473 	Mamoswine	207 	0 	3 	0 	0 	0 	0 	3
0474-Z 	Porygon-Z	185 	0 	0 	0 	3 	0 	0 	3
0475 	Gallade	208 	0 	3 	0 	0 	0 	0 	3
0476 	Probopass	198 	0 	0 	1 	0 	2 	0 	3
0477 	Dusknoir	210 	0 	0 	1 	0 	2 	0 	3
0478 	Froslass	187 	0 	0 	0 	0 	0 	2 	2
0479 	Rotom	132 	0 	0 	0 	1 	0 	1 	2
0480 	Uxie	210 	0 	0 	2 	0 	1 	0 	3
0481 	Mesprit	210 	0 	1 	0 	1 	1 	0 	3
0482 	Azelf	210 	0 	2 	0 	1 	0 	0 	3
0483 	Dialga	220 	0 	0 	0 	3 	0 	0 	3
0484 	Palkia	220 	0 	0 	0 	3 	0 	0 	3
0485 	Heatran	215 	0 	0 	0 	3 	0 	0 	3
0486 	Regigigas	220 	0 	3 	0 	0 	0 	0 	3
0487 	Giratina	220 	3 	0 	0 	0 	0 	0 	3
0488 	Cresselia	210 	0 	0 	0 	0 	3 	0 	3
0489 	Phione	165 	1 	0 	0 	0 	0 	0 	1
0490 	Manaphy	215 	3 	0 	0 	0 	0 	0 	3
0491 	Darkrai	210 	0 	0 	0 	2 	0 	1 	3
0492 	Shaymin	64 	3 	0 	0 	0 	0 	0 	3
0493 	Arceus	255 	3 	0 	0 	0 	0 	0 	3 
